Cod_Id;varobj;x01;x02;x03;x04;x05;x06;x07;x08;x09;x10;x11;x12;x13;x14;x15;x16;x17;x18;x19;x20;x21;x22;x23;x24;x25;x26;x27;x28;x29;x30;x31;x32;x33;x34;x35;x36;x37;x38;x39;x40
1952;416;12;18;22;41;52;57;97;20;20;56;58;33;69;79;21;21;23;41;43;46;57;19;22;18;33;43;32;48;59;20;20;19;17;40;35;31;59;54;46;75
1953;418;12;17;20;44;48;58;99;20;24;59;57;40;73;69;20;15;21;39;33;47;56;21;21;20;37;37;39;51;51;23;18;20;17;38;39;33;54;57;44;68
1954;430;12;25;18;41;71;50;98;24;20;65;65;29;76;86;24;18;21;48;40;46;61;18;22;21;36;37;38;53;55;19;22;18;19;41;36;31;55;51;47;69
1955;413;11;18;18;39;55;51;93;22;16;64;63;28;76;82;20;19;21;40;40;47;55;20;21;19;33;37;35;48;54;17;18;21;19;31;41;35;46;57;52;58
1956;394;7;19;20;30;56;54;76;19;17;56;59;28;70;75;20;21;18;43;44;44;58;17;19;20;31;34;37;47;51;18;17;21;22;33;37;36;50;51;50;63
1957;403;9;20;16;33;57;49;79;20;19;62;58;34;81;75;18;17;19;43;41;42;57;20;20;23;34;40;39;50;56;19;19;18;18;38;33;35;56;48;50;73
1958;411;10;22;20;41;62;55;97;18;20;55;54;31;67;69;19;17;19;40;40;45;55;20;18;18;36;34;34;53;51;21;18;17;19;37;34;34;53;52;49;70
1959;409;6;21;24;28;59;63;72;21;16;54;61;29;66;78;25;20;21;44;41;48;57;19;21;21;35;38;42;49;53;20;23;20;18;37;36;36;53;53;49;69
1960;396;10;19;17;39;55;50;91;17;17;53;51;30;65;67;19;20;20;40;44;39;55;20;18;18;35;35;33;54;49;17;19;20;17;33;36;34;51;50;50;69
1961;390;9;18;20;35;50;54;83;16;19;49;50;32;61;66;18;22;18;36;46;42;53;21;19;22;41;33;34;56;49;19;21;19;20;40;32;34;56;47;47;71
1962;415;11;18;21;37;57;60;88;18;21;52;54;37;62;68;20;18;22;44;44;48;60;18;24;20;33;43;34;48;60;21;22;18;21;40;35;39;58;51;53;72
1963;416;14;21;20;44;56;56;105;17;20;54;53;32;69;70;20;19;21;42;42;47;60;19;18;21;37;35;40;53;50;23;19;19;21;34;39;36;46;55;53;62
1964;432;11;18;23;41;56;63;96;19;23;55;58;39;69;68;15;20;22;32;40;46;47;20;18;20;37;38;35;55;56;21;20;21;21;36;39;38;53;54;53;67
1965;415;7;21;19;28;60;57;70;19;24;58;55;39;71;70;20;20;23;42;43;50;57;18;18;22;36;32;37;56;44;23;18;15;20;36;33;39;49;51;55;66
1966;415;11;21;20;41;59;56;94;17;23;52;53;37;67;68;20;18;24;42;40;48;59;15;20;17;35;37;35;49;51;24;24;22;20;40;39;35;57;54;47;71
1967;401;11;17;20;40;50;50;89;22;18;60;64;27;78;87;18;18;20;38;40;44;51;19;15;20;37;33;35;54;51;22;20;19;19;39;35;35;55;53;48;65
1968;418;11;20;18;39;57;54;93;21;22;62;58;36;79;74;22;17;22;42;39;45;56;19;16;22;37;32;38;55;43;22;21;20;20;39;36;36;54;50;49;70
1969;409;12;18;17;40;56;48;90;19;21;55;57;39;71;72;18;19;20;44;37;44;60;18;21;19;38;38;35;58;56;19;18;18;20;36;36;36;54;51;52;69
1970;409;9;18;19;37;57;54;89;19;18;55;58;35;71;79;21;20;22;43;41;43;58;20;17;18;36;35;33;52;54;19;18;19;17;37;39;34;51;58;45;64
1971;405;8;18;20;33;50;55;83;21;23;63;58;35;76;76;18;18;20;43;39;44;60;18;21;16;32;42;33;45;56;18;18;19;20;39;41;33;53;58;48;68
1972;391;10;16;19;37;50;55;87;18;17;51;56;29;66;71;18;17;14;39;38;37;59;17;21;18;32;39;37;46;53;20;17;21;17;35;41;34;51;56;48;67
1973;409;9;20;21;38;58;56;89;17;21;49;49;36;63;67;19;18;18;45;44;42;60;20;20;17;38;39;33;59;57;18;21;21;23;40;39;36;56;53;51;71
1974;406;4;23;18;29;64;51;69;23;18;61;66;31;72;84;21;20;20;41;39;41;57;17;20;19;35;37;34;48;55;21;19;20;17;33;37;33;48;53;48;65
1975;395;8;20;16;36;56;47;87;20;16;56;53;32;71;71;22;19;21;42;39;44;59;20;22;17;40;39;31;55;56;15;17;20;22;34;34;39;50;49;53;64
1976;404;6;19;19;29;58;54;74;21;19;59;62;32;72;78;16;20;21;36;43;45;53;20;17;17;34;37;31;52;54;19;20;19;19;35;38;33;51;57;49;65
1977;425;10;20;23;40;55;64;93;22;15;60;57;28;74;77;18;15;19;41;36;39;56;20;20;20;34;38;38;48;52;19;15;20;19;35;38;37;53;53;52;64
1978;410;9;16;20;35;51;56;83;20;17;61;58;29;75;74;17;21;21;39;43;48;55;20;22;22;37;43;35;46;57;19;19;15;23;40;33;44;60;48;59;73
1979;385;10;17;18;37;52;51;91;17;18;53;50;30;66;63;20;17;21;42;41;44;58;22;22;20;42;39;34;58;53;21;19;20;16;40;37;28;55;52;42;69
1980;402;9;20;17;37;60;51;87;19;17;53;55;29;68;71;17;23;16;41;43;39;55;20;20;20;35;39;33;51;52;20;19;18;17;35;37;31;48;52;47;59
1981;392;9;18;18;39;53;53;90;16;22;49;51;37;61;67;25;17;20;43;40;47;58;21;22;15;40;35;29;56;52;21;20;16;19;37;34;37;57;48;50;74
1982;421;12;19;22;42;53;62;98;21;20;57;64;30;71;81;19;18;15;43;42;41;57;16;21;19;35;41;36;52;59;21;18;18;20;33;37;38;48;55;55;62
1983;401;10;17;21;37;48;53;87;18;19;52;51;34;68;70;21;21;19;44;40;40;61;21;17;19;41;34;32;61;51;14;19;18;21;34;33;36;49;48;50;65
1984;401;11;19;20;38;53;55;94;18;17;54;53;33;68;71;20;18;20;43;38;43;59;19;21;18;41;34;35;57;51;19;22;22;19;43;41;36;61;55;53;74
1985;395;7;22;18;32;63;53;76;16;15;52;49;30;70;66;18;19;18;37;41;42;54;21;19;20;37;38;33;55;51;22;19;21;19;40;38;35;55;57;50;72
1986;430;10;17;23;34;56;63;82;24;17;65;69;30;78;87;16;17;19;35;40;46;50;17;19;18;32;39;36;51;58;19;19;18;19;37;38;38;55;52;54;69
1987;398;8;19;21;36;55;57;85;17;17;54;57;29;66;76;21;21;20;40;40;43;55;23;19;20;43;37;36;61;57;17;17;20;18;36;32;31;55;49;41;69
1988;404;7;21;19;28;55;54;68;21;18;61;57;32;75;72;21;24;20;41;42;43;54;19;18;22;38;36;38;58;48;22;17;22;17;36;44;32;53;58;46;67
1989;414;12;20;21;42;57;55;95;19;19;52;55;34;57;69;20;17;18;39;37;46;50;20;21;19;38;36;32;56;53;21;20;21;23;37;40;41;53;56;56;69
1990;398;10;19;16;42;55;46;97;21;17;60;59;24;74;78;20;19;16;40;44;39;56;19;18;20;38;34;36;52;48;23;17;20;22;33;35;36;52;49;46;68
1991;420;9;17;22;34;52;61;82;20;20;60;53;36;74;67;19;23;19;40;41;44;54;22;18;20;43;35;36;57;50;18;20;20;20;35;35;38;50;52;53;61
1992;426;8;21;25;35;59;64;83;21;20;58;59;31;70;73;19;19;20;41;38;43;56;20;20;21;36;36;36;53;51;19;22;17;21;41;35;39;58;50;54;75
1993;418;12;20;21;42;57;56;101;20;17;57;57;30;72;76;17;19;21;40;43;45;55;17;22;19;36;40;35;50;56;21;20;20;20;38;35;36;58;51;46;77
1994;415;10;20;19;41;58;54;99;18;20;56;53;34;71;70;19;20;21;41;41;47;58;17;18;21;36;37;36;54;50;18;17;18;20;35;37;37;51;57;53;69
1995;425;11;20;21;37;58;62;88;20;22;56;59;33;72;75;18;20;18;40;39;44;59;19;20;17;39;38;30;52;54;20;18;20;23;36;37;37;53;53;53;66
1996;418;9;18;23;37;50;62;88;20;22;56;57;35;68;75;20;21;22;41;44;48;54;21;22;18;40;40;32;57;53;18;20;22;16;40;42;29;56;61;44;71
1997;420;5;20;25;25;58;66;62;21;17;59;59;31;71;74;20;20;22;42;37;49;58;20;18;24;37;36;38;56;52;19;19;17;20;36;36;40;51;54;57;63
1998;427;8;20;21;33;55;62;82;23;21;64;62;36;78;80;18;22;18;39;45;44;52;19;21;17;39;41;35;57;53;20;19;22;17;37;42;35;53;62;45;69
1999;420;8;21;17;31;61;55;75;23;19;66;63;32;78;83;18;21;20;42;40;45;57;20;24;19;36;41;35;50;58;19;20;25;19;40;43;37;55;58;53;72
2000;408;11;22;17;38;64;51;92;16;21;51;48;35;67;67;21;22;20;42;41;44;56;26;21;18;46;39;33;63;59;18;21;26;19;37;40;32;48;59;49;63
2001;402;6;19;19;27;53;56;71;21;17;61;57;31;75;75;20;19;19;40;37;41;55;20;20;17;38;39;34;54;56;23;21;20;18;35;35;37;53;48;54;69
2002;398;10;17;21;39;51;57;92;20;16;53;60;26;65;76;19;24;19;40;49;40;51;19;21;14;37;40;31;52;58;20;22;19;18;43;33;29;56;54;37;70
2003;409;8;23;21;33;63;56;77;21;18;58;59;29;75;75;20;18;19;44;38;41;59;20;20;21;39;40;36;56;57;17;18;19;18;36;34;33;55;49;49;72
2004;418;7;19;18;29;56;56;76;23;19;67;62;34;78;82;20;22;20;43;44;48;59;19;23;19;36;45;36;53;58;24;20;19;19;33;37;34;51;53;47;63
2005;409;10;20;18;37;58;50;87;18;21;52;54;35;66;70;23;23;19;46;44;46;61;20;17;20;36;36;36;50;50;24;18;21;19;37;36;40;52;49;55;65
2006;402;10;17;19;37;56;56;88;18;21;49;55;33;66;72;22;22;18;45;45;44;56;20;19;16;37;37;30;54;54;20;20;18;18;38;35;29;58;49;42;67
2007;406;8;20;20;33;57;56;80;19;21;56;55;34;69;76;19;17;19;40;40;44;52;23;19;21;43;36;37;57;54;22;20;20;19;38;37;33;49;57;45;60
2008;436;9;22;19;38;62;55;87;25;19;67;67;33;83;84;18;22;16;38;39;40;52;21;17;21;34;34;40;47;50;21;20;17;19;38;30;35;56;46;47;69
2009;404;9;20;21;38;57;54;92;18;20;55;53;31;66;65;21;17;18;41;42;44;58;22;22;18;35;39;37;51;58;18;18;20;22;39;39;39;60;51;50;73
2010;406;10;17;20;40;51;56;96;18;20;55;50;34;69;68;19;21;22;40;40;45;52;23;23;19;38;39;36;52;56;19;18;20;22;33;38;39;47;56;57;62
2011;399;8;16;19;34;48;54;84;20;20;59;60;34;70;79;20;22;18;44;45;44;60;17;15;19;35;32;34;50;47;20;17;18;18;35;35;35;51;50;52;63
2012;417;10;18;20;40;59;55;94;19;19;60;61;34;75;76;23;15;20;45;34;43;60;21;23;18;42;43;33;57;58;22;19;18;19;36;36;38;51;53;51;70
2013;425;10;23;22;37;64;60;84;20;18;57;56;31;73;71;20;18;19;45;39;40;61;16;19;18;33;39;32;47;55;20;21;20;21;37;42;36;50;54;51;64
2014;417;12;20;19;41;57;54;93;19;20;56;56;33;69;72;22;19;22;47;41;42;60;20;19;16;33;38;33;53;52;22;20;23;24;38;43;40;52;58;56;67
2015;395;10;19;20;37;53;56;89;16;20;49;49;31;64;66;18;20;20;39;45;43;53;17;21;16;33;37;34;48;51;18;15;20;22;30;34;39;45;51;55;57
2016;413;9;22;19;37;58;52;89;20;22;60;59;37;72;75;15;18;18;40;41;41;51;20;23;23;41;40;39;56;56;20;20;20;19;40;37;34;57;53;48;72
2017;401;11;20;16;37;60;49;88;18;20;49;54;35;65;70;22;21;21;46;43;44;64;20;17;19;39;36;36;52;50;20;21;18;18;36;37;33;49;55;47;66
2018;401;8;19;17;38;54;49;94;21;18;57;61;32;71;81;21;19;18;44;42;38;62;20;20;24;39;37;40;56;52;20;16;19;19;34;36;35;50;54;51;64
2019;411;9;22;20;36;65;58;81;17;18;47;46;31;61;61;18;23;24;37;43;45;49;22;20;18;39;36;36;54;53;20;20;18;19;39;40;36;57;58;46;71
2020;417;9;18;21;39;55;59;91;20;20;58;59;34;70;80;17;17;22;39;40;49;54;20;18;22;36;36;38;50;50;22;19;20;17;40;38;33;52;54;44;67
2021;416;11;19;20;39;61;55;91;18;20;51;50;34;65;64;21;22;20;44;43;46;59;19;20;22;38;36;41;50;51;18;19;19;18;35;37;34;49;52;47;62
2022;420;9;18;21;37;53;56;86;21;22;62;60;36;76;75;19;19;21;40;41;47;53;18;19;20;37;38;34;51;55;21;19;20;17;38;37;34;55;50;48;70
2023;420;8;22;22;31;60;59;74;22;22;58;61;39;68;79;18;17;20;42;40;44;60;18;19;22;37;35;38;54;52;21;20;16;19;36;31;34;54;45;50;65
2024;412;11;20;19;36;58;54;88;19;21;57;51;34;74;68;18;23;20;42;44;39;58;21;16;21;40;35;36;54;53;20;22;20;18;38;38;33;51;55;47;60
2025;394;7;19;16;31;59;50;75;18;21;54;54;35;71;68;21;19;20;43;41;40;57;18;19;20;38;35;36;53;48;20;15;20;18;32;35;36;46;55;52;62
2026;422;13;23;20;42;65;50;98;20;20;57;58;32;70;72;18;18;18;42;39;42;55;18;18;20;36;34;36;51;52;17;17;18;18;32;35;32;49;52;46;65
2027;404;10;18;19;39;53;54;95;19;19;53;53;34;65;71;24;20;18;46;45;37;61;19;20;17;36;39;30;56;52;19;19;22;21;33;41;37;48;56;49;60
2028;410;10;19;22;36;55;58;88;18;18;53;53;33;66;67;20;19;20;43;38;41;56;17;20;23;38;33;38;57;47;21;19;19;17;38;37;35;55;55;49;71
2029;400;5;21;17;29;57;48;70;21;21;59;56;33;73;75;20;23;18;39;45;39;51;24;22;22;41;39;39;58;55;17;18;20;22;38;33;37;56;47;54;67
2030;381;6;17;17;31;52;47;81;17;17;54;53;30;67;68;19;22;19;41;42;41;52;18;15;23;39;31;40;56;45;18;17;22;20;34;38;35;50;51;51;62
2031;422;11;19;25;39;55;64;92;18;17;54;56;29;66;72;18;20;18;34;41;42;51;18;23;19;35;36;38;52;52;20;21;19;21;35;37;38;51;53;55;66
2032;407;8;19;21;31;52;55;72;19;21;58;55;37;74;70;21;19;22;42;41;47;59;20;23;18;36;38;36;49;53;20;22;18;20;38;38;41;57;55;54;73
2033;429;8;21;21;38;62;61;93;23;20;63;64;33;77;81;21;19;22;43;36;51;59;22;21;13;38;38;27;47;54;18;22;21;20;38;42;36;54;57;47;70
2034;397;11;17;17;39;51;49;91;20;18;55;55;33;67;70;18;21;21;40;41;45;57;17;18;20;36;37;33;52;55;12;19;19;17;38;38;35;56;54;50;66
2035;404;10;21;16;37;61;52;90;20;19;56;58;32;70;70;25;18;22;46;38;44;62;20;18;20;41;35;35;57;51;20;24;22;20;40;39;36;51;57;51;66
2036;414;13;20;19;43;56;52;104;21;19;56;59;32;67;76;20;21;21;44;40;44;63;19;18;19;34;38;35;50;54;16;16;15;19;36;30;33;53;46;45;67
2037;421;12;23;20;40;62;57;93;18;20;53;49;35;67;61;17;22;21;36;43;47;54;19;21;19;38;39;37;55;56;21;21;19;18;42;37;31;58;55;47;75
2038;426;7;20;23;32;56;61;76;22;23;61;62;37;76;79;18;21;19;38;41;39;55;17;21;21;33;40;39;47;56;14;16;18;23;35;37;37;51;53;50;71
2039;426;11;17;19;41;51;56;96;23;24;65;62;35;76;79;17;19;22;39;42;44;56;20;20;19;35;36;38;51;47;18;16;20;19;31;35;35;46;51;50;60
2040;418;10;23;19;37;66;52;85;19;19;54;58;37;67;73;14;18;20;32;40;44;50;19;21;21;36;37;40;55;51;22;18;18;17;34;38;36;49;53;52;63
2041;403;10;18;20;39;56;54;93;19;18;56;57;31;72;73;21;15;17;43;36;40;58;22;18;19;39;35;37;54;53;20;18;18;20;39;39;34;55;54;49;71
2042;412;12;18;17;44;51;51;101;19;19;56;56;34;68;72;16;22;21;38;43;41;54;21;19;21;36;36;34;54;50;20;22;19;22;38;37;37;55;48;51;71
2043;410;9;23;18;34;64;52;83;21;22;56;59;35;70;76;22;18;19;42;40;44;57;22;18;19;39;33;35;54;50;22;21;21;20;39;36;36;54;54;48;70
2044;407;11;18;17;39;55;53;90;18;20;49;52;36;68;70;16;23;17;37;42;41;50;21;22;21;36;40;39;54;55;20;18;18;22;38;36;34;52;50;51;69
2045;412;7;22;18;28;62;53;67;22;21;62;62;35;75;78;18;19;19;39;39;42;55;19;19;20;36;36;35;55;51;19;17;19;21;33;39;37;48;52;53;61
2046;424;13;22;20;45;59;55;105;22;19;58;64;30;69;83;19;18;20;39;37;42;58;16;22;20;32;39;33;51;62;26;18;20;18;35;38;33;50;54;45;68
2047;417;10;19;19;38;56;53;88;20;22;59;54;35;72;72;19;21;18;41;43;37;54;19;17;17;40;40;28;53;58;14;23;19;21;40;35;40;57;52;57;72
2048;408;10;20;19;40;57;52;97;18;19;55;55;33;69;70;18;16;19;39;40;41;55;17;19;25;36;36;38;51;50;18;16;21;20;32;41;42;48;56;57;63
2049;413;9;20;19;36;59;54;88;21;17;59;60;30;70;78;17;20;18;38;44;43;52;21;18;19;39;34;35;59;53;18;20;19;20;37;35;32;52;50;45;65
2050;416;11;19;20;38;55;52;93;21;19;61;60;36;74;78;19;18;22;39;42;42;53;19;19;20;33;38;35;45;53;16;21;18;16;36;39;36;47;55;46;64
2051;430;10;23;21;37;63;58;89;22;21;58;62;39;69;79;20;20;21;44;40;43;57;14;20;21;35;40;39;50;56;18;23;18;18;39;32;34;56;50;47;71
2052;428;8;21;18;35;60;53;86;25;18;68;68;31;78;82;19;21;20;40;43;45;52;18;21;20;32;36;36;55;50;16;19;21;22;33;38;39;48;55;51;67
2053;447;15;27;23;46;74;66;108;18;19;51;53;34;66;69;17;17;20;38;41;44;50;18;20;19;34;36;35;51;55;24;19;19;16;35;40;31;48;57;46;64
2054;408;8;18;20;38;51;58;91;17;23;55;51;36;66;71;19;20;19;39;45;43;55;24;20;22;42;35;40;58;52;21;19;18;17;39;38;32;53;55;45;70
2055;410;9;21;23;36;59;60;85;17;19;53;51;33;72;67;18;17;19;38;38;42;54;21;19;18;41;39;35;56;53;20;22;19;20;36;36;32;54;53;47;71
2056;407;8;21;18;34;61;54;79;22;18;60;65;31;74;83;18;18;18;39;41;38;56;22;19;18;38;35;33;53;49;20;25;18;17;41;35;33;56;49;47;72
2057;410;10;21;17;38;59;48;88;21;19;60;60;32;69;80;18;20;19;40;43;43;57;18;19;22;40;37;39;55;51;19;19;18;18;34;35;36;52;52;48;63
2058;406;7;16;23;29;50;65;70;17;21;52;51;36;67;66;20;19;21;42;42;45;59;20;20;18;40;38;31;57;54;17;19;24;21;38;45;36;54;60;53;68
2059;428;9;22;19;36;62;54;87;24;22;69;66;33;80;84;19;20;18;43;41;41;61;20;20;18;40;36;31;55;51;22;21;19;19;39;37;34;58;56;47;71
2060;406;7;20;21;35;57;58;85;18;18;52;55;32;67;71;21;19;19;43;41;40;60;18;17;18;35;35;34;53;54;19;20;20;21;36;40;34;53;56;46;66
2061;410;10;18;19;41;53;54;99;19;21;59;54;36;71;74;19;17;20;40;36;42;58;17;19;21;36;37;38;52;52;20;20;18;18;36;37;32;50;56;45;63
2062;417;8;19;20;39;57;58;94;19;19;57;54;34;65;73;20;23;19;43;44;42;55;20;18;21;37;40;39;53;58;18;19;23;21;37;40;36;53;54;47;67
2063;409;9;22;20;33;63;54;77;20;19;55;53;30;71;70;20;22;19;41;45;45;51;21;18;21;39;37;36;56;56;21;22;17;20;42;34;34;58;51;51;75
2064;424;11;21;21;40;62;57;95;22;15;62;62;28;75;78;18;17;19;44;43;42;58;19;19;21;40;36;33;53;54;18;19;21;20;35;37;38;48;54;54;62
2065;397;8;17;21;32;53;58;81;16;19;51;50;34;66;65;22;25;22;45;46;47;57;23;19;22;40;38;41;61;53;20;18;20;21;35;38;38;51;54;51;62
2066;407;10;22;20;37;59;58;92;17;22;51;52;36;68;68;16;18;18;36;40;47;55;19;22;19;37;44;36;54;57;21;17;21;18;33;40;33;49;57;45;60
2067;412;8;19;19;36;58;56;88;21;21;59;62;34;70;81;17;19;16;38;38;41;54;20;19;21;38;37;34;54;55;19;20;17;19;37;35;34;52;52;47;63
2068;395;8;20;21;31;55;61;78;17;18;51;53;31;63;68;21;20;18;42;42;40;56;19;18;15;34;37;35;46;55;20;16;20;21;35;38;33;50;56;49;67
2069;422;6;24;21;27;69;54;68;21;18;61;59;31;77;73;20;23;18;38;41;40;51;23;20;21;38;34;34;52;52;17;18;20;20;36;35;36;48;52;49;64
2070;411;8;15;22;34;45;63;82;20;20;55;60;37;71;79;17;19;21;36;43;46;52;19;19;20;34;36;44;51;50;18;20;18;18;37;35;33;55;56;47;67
2071;395;8;20;17;37;56;49;85;20;16;60;58;28;73;75;16;20;17;33;41;42;48;20;14;17;37;34;35;55;50;23;20;18;19;35;37;38;51;53;53;64
2072;417;9;24;19;34;66;53;81;19;23;53;55;40;71;71;20;20;18;41;40;41;54;17;23;22;31;43;37;43;61;17;19;20;17;36;40;36;50;55;52;64
2073;398;7;20;22;30;57;60;75;19;20;55;52;29;66;70;15;17;19;36;41;37;51;21;20;20;40;36;37;55;53;21;23;16;24;39;36;38;58;51;50;72
2074;400;8;20;22;35;52;59;83;16;20;50;50;35;64;67;21;19;21;39;44;42;58;23;20;20;40;35;36;56;50;19;20;23;19;39;40;35;55;56;47;67
2075;403;11;18;18;37;55;49;89;19;22;57;52;34;70;69;19;19;22;40;43;45;54;18;19;18;34;37;28;52;53;20;20;21;22;39;36;37;53;47;49;69
2076;393;10;21;14;38;63;44;88;16;18;51;51;34;68;68;20;23;17;38;43;39;55;20;20;22;39;37;39;57;50;19;21;23;18;39;40;36;56;58;46;71
2077;395;12;17;15;44;52;50;98;19;14;55;56;27;67;75;21;18;23;41;42;43;51;19;18;19;39;39;35;53;57;21;21;20;19;37;36;37;49;55;51;62
2078;428;11;22;19;44;61;55;101;19;18;61;57;33;80;77;18;18;19;37;40;46;52;19;23;20;37;41;37;49;60;22;16;18;20;35;34;37;49;52;56;65
2079;405;6;20;16;29;61;53;72;21;19;59;60;34;73;77;20;20;19;43;43;41;59;20;20;23;38;38;38;54;53;16;21;20;21;39;37;37;48;50;52;65
2080;422;10;21;21;37;58;62;89;20;20;57;57;33;71;73;19;21;18;40;44;43;53;17;21;17;34;40;31;47;58;19;18;19;22;35;34;32;50;54;45;67
2081;420;10;21;23;38;59;61;90;20;18;59;57;27;70;74;24;22;21;45;45;45;59;21;23;19;39;40;34;51;57;21;18;20;18;38;39;30;53;52;47;65
2082;418;13;19;21;46;54;59;103;18;18;52;55;33;64;68;20;21;19;43;40;41;59;21;21;19;38;38;36;53;55;17;20;20;15;37;41;28;52;60;40;65
2083;411;13;23;16;39;66;46;92;19;21;55;53;36;72;70;20;19;19;41;41;41;57;17;18;20;36;36;40;54;49;21;19;21;22;36;37;39;48;53;57;64
2084;406;13;22;18;41;61;51;96;16;20;49;51;35;63;72;20;18;23;45;41;49;59;21;19;18;40;37;35;54;54;19;21;21;24;35;38;38;49;51;49;63
2085;397;11;18;17;40;54;52;94;20;19;54;61;31;66;80;20;17;19;39;33;41;55;17;19;16;36;38;31;52;52;18;18;16;21;37;37;32;53;54;47;69
2086;404;5;20;19;26;59;56;68;21;18;60;61;32;77;78;22;20;21;46;43;46;62;21;18;21;40;34;41;53;49;17;22;17;21;36;36;39;50;50;53;63
2087;401;8;17;18;35;51;50;87;22;18;63;64;31;73;83;21;20;22;40;44;46;52;20;18;18;38;36;35;55;49;22;18;20;17;36;34;31;53;50;42;67
2088;432;10;20;23;42;61;59;95;22;22;62;62;34;80;78;17;11;19;37;32;42;51;20;20;20;37;38;38;54;55;15;21;21;21;39;40;38;57;55;52;75
2089;413;8;19;15;36;60;49;84;22;21;61;61;36;70;79;20;21;19;41;43;45;55;22;23;20;40;41;34;53;57;18;21;25;17;38;41;30;55;58;45;69
2090;410;8;21;23;35;61;62;84;17;18;52;48;29;66;65;18;18;20;35;40;45;51;21;19;16;42;38;32;57;54;20;20;20;19;38;37;35;55;55;48;68
2091;410;9;18;20;34;56;55;82;22;16;63;62;27;77;80;22;18;19;43;37;43;59;20;18;19;38;38;36;54;57;26;23;16;17;37;34;35;49;50;52;63
2092;405;10;19;20;35;56;58;84;18;18;53;54;30;66;70;21;20;20;43;41;45;57;22;20;21;38;35;38;56;50;20;20;22;17;42;40;34;55;58;49;71
2093;399;10;17;18;38;52;50;91;17;23;52;51;40;69;66;21;18;19;42;41;41;57;19;19;19;39;40;35;51;56;19;20;17;16;35;39;32;52;55;46;68
2094;401;5;18;19;27;53;54;67;20;17;58;58;35;73;76;22;22;19;41;43;43;59;18;18;20;36;38;37;52;52;22;22;20;19;37;38;33;52;53;45;66
2095;422;8;19;22;35;55;58;83;21;18;61;64;35;74;80;20;23;19;44;44;43;62;17;23;19;35;40;28;50;60;19;18;17;18;35;33;36;52;50;52;70
2096;405;8;22;20;35;61;58;84;18;18;53;52;32;66;68;21;19;23;43;42;43;60;19;16;18;38;34;29;58;49;21;22;20;19;39;37;34;56;54;45;73
2097;427;12;21;22;43;60;61;99;19;19;57;51;32;71;71;19;19;20;43;44;45;54;19;17;16;37;33;31;53;49;21;20;18;18;39;38;33;57;53;46;74
2098;410;12;18;21;40;53;56;96;18;21;52;53;36;68;69;17;19;18;42;42;43;56;20;19;20;36;34;36;53;48;21;19;17;24;35;34;37;50;52;53;61
2099;427;12;20;17;44;58;50;100;23;17;67;66;33;77;82;20;19;21;41;38;40;60;19;21;18;32;41;31;50;62;18;20;19;18;39;34;35;59;51;50;76
2100;400;10;22;15;36;62;47;87;20;17;56;56;30;70;70;21;21;19;44;44;44;62;19;17;22;37;35;39;48;51;18;19;20;19;37;37;35;54;54;48;69
2101;421;10;22;23;39;59;59;95;20;22;54;59;35;68;76;22;20;19;42;40;38;59;19;21;18;38;33;32;54;46;20;18;17;18;34;34;35;51;47;47;65
2102;394;7;20;18;29;57;53;71;21;17;58;59;30;70;75;20;16;17;40;39;43;55;21;18;20;38;34;36;55;50;21;22;15;18;40;31;31;56;50;47;67
2103;410;7;20;21;33;58;58;79;21;17;60;56;25;75;74;22;22;22;45;41;48;61;20;20;20;40;36;34;55;53;22;18;20;19;36;40;36;53;58;45;66
2104;411;11;15;18;40;48;54;93;20;20;58;58;37;73;76;18;22;17;40;43;40;57;18;19;17;34;39;37;48;55;21;16;17;18;36;37;30;54;57;44;67
2105;395;7;20;18;30;57;51;70;17;21;56;50;39;71;67;21;17;22;40;38;44;52;22;24;19;39;41;34;56;58;23;17;18;20;33;37;34;52;52;44;68
2106;413;8;20;20;36;58;53;85;22;17;61;60;33;74;76;19;22;19;42;42;41;57;24;18;23;45;33;38;61;50;21;21;20;17;38;40;31;51;58;46;63
2107;409;5;22;21;24;61;59;61;19;18;56;58;34;69;72;15;23;20;36;46;46;46;21;16;14;37;33;31;55;46;20;17;19;17;35;39;35;47;55;48;57
2108;424;11;18;19;37;52;53;90;24;19;68;64;32;83;77;16;22;18;36;39;44;52;19;21;18;35;39;34;48;54;20;18;20;22;39;39;35;54;54;49;69
2109;432;9;22;21;36;66;57;87;20;17;61;58;35;76;75;17;22;20;38;43;45;56;19;17;19;41;32;35;58;48;21;20;21;19;38;40;31;54;59;45;67
2110;421;11;20;24;42;52;66;100;20;17;54;57;30;67;72;16;17;17;33;39;39;48;20;19;14;39;37;28;59;53;16;20;21;20;37;39;36;54;55;53;67
2111;438;12;18;22;42;56;62;101;21;21;61;63;33;73;79;18;20;23;41;41;47;57;25;20;19;43;38;33;60;52;22;17;21;18;35;35;35;53;48;51;67
2112;384;4;24;16;25;63;50;64;18;18;53;53;34;66;70;20;18;22;41;39;47;57;19;19;18;38;37;35;54;53;19;18;22;21;36;39;35;54;55;55;67
2113;413;11;24;16;36;68;48;83;21;18;60;61;30;72;78;21;18;21;39;40;46;54;23;22;19;41;41;35;59;57;24;17;20;18;34;39;36;48;56;51;57
2114;398;8;17;22;35;52;57;83;20;15;59;57;24;72;73;22;19;21;44;38;42;60;21;18;19;38;36;34;54;52;19;18;18;18;37;37;32;51;51;47;66
